id_karte,ime,set,redkost,povprecna_cena,povprecna_cena_foil 
5065,Eradicate,BOK,Uncommon,$0.29,$1.15
5115,Loam Dweller,BOK,Uncommon,$0.30,$2.73
5153,Ronin Warclub,BOK,Uncommon,$0.35,$3.01
5165,Shuriken,BOK,Uncommon,$0.29,$3.44
5085,Harbinger of Spring,BOK,Common,$0.22,$0.48
5169,Skullsnatcher,BOK,Common,$0.45,$13.72
5177,Stream of Consciousness,BOK,Uncommon,$0.30,$0.49
5199,Veil of Secrecy,BOK,Common,$0.25,$2.67
5060,Cunning Bandit,BOK,Uncommon,$0.26,$0.57
5082,Goblin Cohort,BOK,Common,$0.27,$1.38
5109,Kitsune Palliator,BOK,Uncommon,$0.27,$0.87
5119,Matsu-Tribe Sniper,BOK,Common,$0.25,$1.08
5127,Nezumi Shadow-Watcher,BOK,Uncommon,$0.25,$1.40
5172,Sosuke's Summons,BOK,Uncommon,$0.50,$2.73
5174,Splinter,BOK,Uncommon,$0.35,$1.10
5070,Floodbringer,BOK,Common,$0.24,$6.15
5088,Heed the Mists,BOK,Uncommon,$0.25,$0.52
5103,Kaijin of the Vanishing Touch,BOK,Uncommon,$0.26,$1.78
5106,Kami of the Honored Dead,BOK,Uncommon,$0.25,$0.65
5143,Petalmane Baku,BOK,Common,$0.24,$2.91
5170,Slumbering Tora,BOK,Rare,$0.44,$0.72
5159,Shimmering Glasskite,BOK,Common,$0.24,$0.96
5185,Terashi's Verdict,BOK,Uncommon,$0.25,$0.87
5042,Akki Raider,BOK,Uncommon,$0.25,$0.54
5091,Hired Muscle,BOK,Uncommon,$0.25,$0.54
5157,Scour,BOK,Uncommon,$0.25,$0.62
5176,Stir the Grave,BOK,Common,$0.25,$0.88
5182,Teardrop Kami,BOK,Common,$0.24,$0.58
5202,Ward of Piety,BOK,Uncommon,$0.25,$0.48
5173,Sowing Salt,BOK,Uncommon,$0.34,$0.99
5076,Genju of the Falls,BOK,Uncommon,$0.25,$0.89
5155,Sakura-Tribe Springcaller,BOK,Common,$0.24,$0.62
5066,Faithful Squire,BOK,Uncommon,$0.25,$0.49
5167,Silverstorm Samurai,BOK,Common,$0.25,$0.60
5043,Ashen Monstrosity,BOK,Uncommon,$0.25,$0.49
5046,Bile Urchin,BOK,Common,$0.24,$0.50
5052,Budoka Pupil,BOK,Uncommon,$0.25,$0.50
5161,Shinka Gatekeeper,BOK,Common,$0.23,$0.34
5093,Horobi's Whisper,BOK,Common,$0.25,$0.60
5098,Ire of Kaminari,BOK,Common,$0.22,$0.44
5131,Ogre Recluse,BOK,Uncommon,$0.25,$0.48
5147,Quash,BOK,Uncommon,$0.25,$0.59
5158,Scourge of Numai,BOK,Uncommon,$0.25,$0.49
5179,Takeno's Cavalry,BOK,Common,$0.24,$0.47
5184,Terashi's Grasp,BOK,Common,$0.24,$0.45
5190,Toils of Night and Day,BOK,Common,$0.24,$0.43
5094,Hundred-Talon Strike,BOK,Common,$0.23,$0.43
5192,Torrent of Stone,BOK,Common,$0.23,$0.34
5102,Jetting Glasskite,BOK,Uncommon,$0.25,$0.70
5200,Vital Surge,BOK,Common,$0.23,$0.30
5073,Frostling,BOK,Common,$0.20,$0.33
5081,Gnarled Mass,BOK,Common,$0.24,$0.33
5086,Heart of Light,BOK,Common,$0.24,$0.48
5188,Three Tragedies,BOK,Uncommon,$0.25,$0.48
5203,Waxmane Baku,BOK,Common,$0.20,$0.35
5120,Mending Hands,BOK,Common,$0.24,$0.28
5121,Minamo Sightbender,BOK,Uncommon,$0.25,$0.50
5125,Moonlit Strider,BOK,Common,$0.23,$0.35
5175,Split-Tail Miko,BOK,Common,$0.24,$0.53
5059,Crawling Filth,BOK,Common,$0.20,$0.44
5068,First Volley,BOK,Common,$0.22,$0.45
5072,Frost Ogre,BOK,Common,$0.20,$0.30
5145,Psychic Spear,BOK,Common,$0.23,$0.30
5198,Uproot,BOK,Common,$0.22,$0.33
5053,Call for Blood,BOK,Common,$0.23,$0.32
5105,Kami of Tattered Shoji,BOK,Common,$0.22,$0.35
5122,Minamo's Meddling,BOK,Common,$0.22,$0.33
5151,Roar of Jukai,BOK,Common,$0.23,$0.44
5168,Skullmane Baku,BOK,Common,$0.24,$0.43
5055,Child of Thorns,BOK,Common,$0.23,$0.35
5144,Phantom Wings,BOK,Common,$0.23,$0.31
5148,Quillmane Baku,BOK,Common,$0.23,$0.31
5180,Takenuma Bleeder,BOK,Common,$0.24,$0.30
5047,Blademane Baku,BOK,Common,$0.20,$0.33
5111,Kumano's Blessing,BOK,Common,$0.23,$0.33
5156,Scaled Hulk,BOK,Common,$0.20,$0.33
33093,Black Lotus (CE),XCLE,Rare,$6299.99,
33336,Timetwister (CE),XCLE,Rare,$1875.00,
33335,Time Walk (CE),XCLE,Rare,$1211.50,
33251,Mox Sapphire (CE),XCLE,Rare,$1393.00,
33249,Mox Pearl (CE),XCLE,Rare,$800.00,
33344,Underground Sea (CE),XCLE,Rare,$699.99,
33352,Volcanic Island (CE),XCLE,Rare,$719.98,
33107,Chaos Orb (CE),XCLE,Rare,$603.99,
33247,Mox Emerald (CE),XCLE,Rare,$1175.00,
33340,Tundra (CE),XCLE,Rare,$378.50,
33334,Time Vault (CE),XCLE,Rare,$399.00,
33085,Badlands (CE),XCLE,Rare,$324.99,
33296,Savannah (CE),XCLE,Rare,$285.00,
33338,Tropical Island (CE),XCLE,Rare,$477.99,
33174,Gauntlet of Might (CE),XCLE,Rare,$300.00,
33368,Wheel of Fortune (CE),XCLE,Rare,$344.49,
33273,Plateau (CE),XCLE,Rare,$282.50,
33088,Bayou (CE),XCLE,Rare,$320.00,
33300,Scrubland (CE),XCLE,Rare,$289.99,
33327,Taiga (CE),XCLE,Rare,$243.13,
33166,Forcefield (CE),XCLE,Rare,$200.00,
33138,Demonic Tutor (CE),XCLE,Uncommon,$161.63,
33308,Shivan Dragon (CE),XCLE,Rare,$161.49,
33314,Sol Ring (CE),XCLE,Uncommon,$125.00,
33091,Birds of Paradise (CE),XCLE,Rare,$122.73,
33237,Mana Vault (CE),XCLE,Rare,$122.32,
33123,Copy Artifact (CE),XCLE,Rare,$104.46,
33326,Swords to Plowshares (CE),XCLE,Uncommon,$109.43,
33225,Lightning Bolt (CE),XCLE,Common,$111.14,
33349,Vesuvan Doppelganger (CE),XCLE,Rare,$110.97,
33375,Word of Command (CE),XCLE,Rare,$145.25,
33305,Serra Angel (CE),XCLE,Uncommon,$95.66,
33197,Icy Manipulator (CE),XCLE,Uncommon,$91.41,
33297,Savannah Lions (CE),XCLE,Rare,$78.14,
33124,Counterspell (CE),XCLE,Uncommon,$86.95,
33090,Berserk (CE),XCLE,Uncommon,$98.98,
33170,Fork (CE),XCLE,Rare,$70.36,
33255,Nevinyrral's Disk (CE),XCLE,Rare,$63.90,
33376,Wrath of God (CE),XCLE,Rare,$68.49,
33192,Howling Mine (CE),XCLE,Rare,$59.04,
33086,Balance (CE),XCLE,Rare,$53.78,
33373,Winter Orb (CE),XCLE,Rare,$60.53,
33281,Raging River (CE),XCLE,Rare,$79.25,
33221,Lich (CE),XCLE,Rare,$71.99,
33293,Royal Assassin (CE),XCLE,Rare,$55.89,
33130,Cyclopean Tomb (CE),XCLE,Rare,$49.00,
33242,Mind Twist (CE),XCLE,Rare,$43.49,
33082,Armageddon (CE),XCLE,Rare,$48.94,
33101,Braingeyser (CE),XCLE,Rare,$49.45,
33196,Ice Storm (CE),XCLE,Uncommon,$64.56,
33096,Blaze of Glory (CE),XCLE,Rare,$33.70,
33211,Jayemdae Tome (CE),XCLE,Rare,$49.99,
33198,Illusionary Mask (CE),XCLE,Rare,$39.99,
33195,Hypnotic Specter (CE),XCLE,Uncommon,$52.38,
33310,Sinkhole (CE),XCLE,Common,$39.83,
33079,Animate Dead (CE),XCLE,Uncommon,$35.95,
33131,Dark Ritual (CE),XCLE,Common,$45.00,
33156,Fastbond (CE),XCLE,Rare,$35.95,
33230,Lord of Atlantis (CE),XCLE,Rare,$29.99,
33229,Llanowar Elves (CE),XCLE,Common,$33.74,
33317,Stasis (CE),XCLE,Rare,$37.42,
33303,Sedge Troll (CE),XCLE,Rare,$41.95,
33132,Darkpact (CE),XCLE,Rare,$35.99,
33256,Nightmare (CE),XCLE,Rare,$28.39,
33252,Natural Selection (CE),XCLE,Rare,$33.68,
33304,Sengir Vampire (CE),XCLE,Uncommon,$28.77,
33094,Black Vise (CE),XCLE,Uncommon,$28.02,
33234,Mahamoti Djinn (CE),XCLE,Rare,$32.50,
33377,Zombie Master (CE),XCLE,Rare,$16.85,
33119,Contract from Below (CE),XCLE,Rare,$25.99,
33180,Goblin King (CE),XCLE,Rare,$21.77,
33151,Earthquake (CE),XCLE,Rare,$28.19,
33142,Disrupting Scepter (CE),XCLE,Rare,$17.37,
33084,Bad Moon (CE),XCLE,Rare,$18.98,
33165,Force of Nature (CE),XCLE,Rare,$20.78,
33343,Two-Headed Giant of Foriys (CE),XCLE,Rare,$45.99,
33150,Earthbind (CE),XCLE,Common,$537.47,
33231,Lord of the Pit (CE),XCLE,Rare,$16.28,
33283,Red Elemental Blast (CE),XCLE,Common,$16.75,
33160,Fireball (CE),XCLE,Common,$17.65,
33210,Jade Statue (CE),XCLE,Uncommon,$22.95,
33369,White Knight (CE),XCLE,Uncommon,$19.22,
33235,Mana Flare (CE),XCLE,Rare,$24.48,
33137,Demonic Hordes (CE),XCLE,Rare,$23.32,
33136,Demonic Attorney (CE),XCLE,Rare,$22.49,
33286,Regrowth (CE),XCLE,Uncommon,$18.79,
33239,Meekstone (CE),XCLE,Rare,$14.62,
33127,Crusade (CE),XCLE,Rare,$15.49,
33081,Ankh of Mishra (CE),XCLE,Rare,$19.38,
33087,Basalt Monolith (CE),XCLE,Uncommon,$17.98,
33322,Sunglasses of Urza (CE),XCLE,Rare,$15.10,
33092,Black Knight (CE),XCLE,Uncommon,$18.49,
33372,Will-O'-The-Wisp (CE),XCLE,Rare,$16.88,
33313,Smoke (CE),XCLE,Rare,$9.95,
33120,Control Magic (CE),XCLE,Uncommon,$13.74,
33122,Copper Tablet (CE),XCLE,Uncommon,$14.41,
33291,Rock Hydra (CE),XCLE,Rare,$23.96,
33143,Dragon Whelp (CE),XCLE,Uncommon,$11.53,
33240,Merfolk of the Pearl Trident (CE),XCLE,Common,$12.50,
33348,Verduran Enchantress (CE),XCLE,Rare,$21.37,
33181,Granite Gargoyle (CE),XCLE,Rare,$22.98,
33320,Stone Rain (CE),XCLE,Common,$12.29,
33290,Roc of Kher Ridges (CE),XCLE,Rare,$16.23,
33115,Clone (CE),XCLE,Uncommon,$9.05,
33083,Aspect of Wolf (CE),XCLE,Rare,$11.86,
33140,Disenchant (CE),XCLE,Common,$17.98,
33152,Elvish Archers (CE),XCLE,Rare,$14.99,
33328,Terror (CE),XCLE,Common,$11.07,
33179,Goblin Balloon Brigade (CE),XCLE,Uncommon,$6.96,
33212,Juggernaut (CE),XCLE,Uncommon,$10.80,
33265,Phantasmal Forces (CE),XCLE,Uncommon,$11.99,
33207,Island Sanctuary (CE),XCLE,Rare,$14.53,
33238,Manabarbs (CE),XCLE,Rare,$7.17,
33371,Wild Growth (CE),XCLE,Common,$9.03,
33253,Nether Shadow (CE),XCLE,Rare,$10.35,
33178,Gloom (CE),XCLE,Uncommon,$9.48,
33294,Sacrifice (CE),XCLE,Uncommon,$8.62,
33276,Power Surge (CE),XCLE,Rare,$7.67,
33173,Gaea's Liege (CE),XCLE,Rare,$5.98,
33312,Sleight of Mind (CE),XCLE,Rare,$7.50,
33217,Kudzu (CE),XCLE,Rare,$8.75,
33216,Kormus Bell (CE),XCLE,Rare,$10.79,
33333,Timber Wolves (CE),XCLE,Rare,$15.04,
33268,Pirate Ship (CE),XCLE,Rare,$15.14,
33139,Dingus Egg (CE),XCLE,Rare,$8.49,
33172,Fungusaur (CE),XCLE,Rare,$8.99,
33236,Mana Short (CE),XCLE,Rare,$23.49,
33345,Unholy Strength (CE),XCLE,Common,$6.84,
33289,Righteousness (CE),XCLE,Rare,$7.45,
33175,Giant Growth (CE),XCLE,Common,$7.68,
33111,Circle of Protection: Green (CE),XCLE,Common,$3.41,
33145,Drain Power (CE),XCLE,Rare,$7.56,
33233,Magical Hack (CE),XCLE,Rare,$8.15,
33329,The Hive (CE),XCLE,Rare,$8.97,
33263,Personal Incarnation (CE),XCLE,Rare,$13.99,
33125,Craw Wurm (CE),XCLE,Common,$8.63,
33257,Northern Paladin (CE),XCLE,Rare,$9.17,
36928,Island (A) (CE),XCLE,Land,$8.00,
33346,Unsummon (CE),XCLE,Common,$7.62,
33342,Twiddle (CE),XCLE,Common,$5.81,
33076,Air Elemental (CE),XCLE,Uncommon,$7.00,
33288,Reverse Damage (CE),XCLE,Rare,$7.49,
33209,Jade Monolith (CE),XCLE,Rare,$5.75,
33227,Living Lands (CE),XCLE,Rare,$5.92,
36932,Island (C) (CE),XCLE,Land,$7.99,
33307,Shatter (CE),XCLE,Common,$6.62,
33347,Uthden Troll (CE),XCLE,Uncommon,$5.95,
33223,Lifelace (CE),XCLE,Rare,$7.74,
33215,Keldon Warlord (CE),XCLE,Uncommon,$5.94,
36924,Forest,XCLE,Land,$7.09,
33367,Web (CE),XCLE,Rare,$9.19,
33187,Helm of Chatzuk (CE),XCLE,Rare,$5.41,
33280,Purelace (CE),XCLE,Rare,$7.05,
33106,Channel (CE),XCLE,Uncommon,$8.10,
33097,Blessing (CE),XCLE,Rare,$5.84,
33194,Hurricane (CE),XCLE,Uncommon,$5.99,
33177,Glasses of Urza (CE),XCLE,Uncommon,$5.19,
33114,Clockwork Beast (CE),XCLE,Rare,$6.31,
33220,Library of Leng (CE),XCLE,Uncommon,$14.26,
33116,Cockatrice (CE),XCLE,Rare,$5.48,
33364,Warp Artifact (CE),XCLE,Rare,$8.04,
33261,Paralyze (CE),XCLE,Common,$4.56,
36941,Mountain,XCLE,Land,$5.37,
33226,Living Artifact (CE),XCLE,Rare,$6.04,
36943,Mountain,XCLE,Land,$5.79,
33098,Blue Elemental Blast (CE),XCLE,Common,$5.53,
33147,Dwarven Demolition Team (CE),XCLE,Uncommon,$4.80,
33089,Benalish Hero (CE),XCLE,Common,$3.95,
36965,Swamp,XCLE,Land,$5.00,
33214,Karma (CE),XCLE,Uncommon,$5.63,
33357,Wall of Ice (CE),XCLE,Uncommon,$4.99,
36929,Island (B) (CE),XCLE,Land,$7.99,
33254,Nettling Imp (CE),XCLE,Uncommon,$5.85,
33264,Pestilence (CE),XCLE,Common,$5.16,
36967,Swamp (C) (CE),XCLE,Land,$7.00,
33159,Fire Elemental (CE),XCLE,Uncommon,$5.20,
33354,Wall of Bone (CE),XCLE,Uncommon,$4.69,
33351,Volcanic Eruption (CE),XCLE,Rare,$8.98,
33117,Consecrate Land (CE),XCLE,Uncommon,$4.12,
33350,Veteran Bodyguard (CE),XCLE,Rare,$13.16,
33080,Animate Wall (CE),XCLE,Rare,$6.97,
33275,Power Sink (CE),XCLE,Common,$5.63,
33135,Deathlace (CE),XCLE,Rare,$5.86,
36952,Plains (B) (CE),XCLE,Land,$5.60,
33366,Weakness (CE),XCLE,Common,$19.98,
33359,Wall of Swords (CE),XCLE,Uncommon,$4.49,
33154,False Orders (CE),XCLE,Common,$4.48,
33318,Steal Artifact (CE),XCLE,Uncommon,$3.99,
36966,Swamp,XCLE,Land,$4.99,
33155,Farmstead (CE),XCLE,Rare,$4.97,
33144,Drain Life (CE),XCLE,Common,$4.19,
36923,Forest (B) (CE),XCLE,Land,$6.00,
33103,Camouflage (CE),XCLE,Uncommon,$4.37,
33285,Regeneration (CE),XCLE,Common,$4.58,
36942,Mountain (B) (CE),XCLE,Land,$5.19,
33277,Prodigal Sorcerer (CE),XCLE,Common,$5.16,
33161,Firebreathing (CE),XCLE,Common,$3.36,
33108,Chaoslace (CE),XCLE,Rare,$6.78,
33141,Disintegrate (CE),XCLE,Common,$4.66,
33287,Resurrection (CE),XCLE,Uncommon,$4.24,
33133,Death Ward (CE),XCLE,Common,$3.24,
33201,Iron Star (CE),XCLE,Uncommon,$3.41,
33302,Sea Serpent (CE),XCLE,Common,$2.86,
33078,Animate Artifact (CE),XCLE,Uncommon,$3.65,
33164,Fog (CE),XCLE,Common,$3.71,
33355,Wall of Brambles (CE),XCLE,Uncommon,$4.59,
33362,Wanderlust (CE),XCLE,Uncommon,$3.75,
33258,Obsianus Golem (CE),XCLE,Uncommon,$3.27,
33183,Green Ward (CE),XCLE,Uncommon,$3.49,
33163,Flight (CE),XCLE,Common,$4.40,
33186,Healing Salve (CE),XCLE,Common,$4.23,
33176,Giant Spider (CE),XCLE,Common,$6.14,
33315,Soul Net (CE),XCLE,Uncommon,$3.00,
33200,Invisibility (CE),XCLE,Common,$3.08,
33146,Drudge Skeletons (CE),XCLE,Common,$3.35,
33153,Evil Presence (CE),XCLE,Uncommon,$3.70,
33218,Lance (CE),XCLE,Uncommon,$2.36,
33109,Circle of Protection: Black (CE),XCLE,Common,$2.95,
33157,Fear (CE),XCLE,Common,$4.48,
33266,Phantasmal Terrain (CE),XCLE,Common,$3.75,
33319,Stone Giant (CE),XCLE,Uncommon,$3.67,
33162,Flashfires (CE),XCLE,Uncommon,$3.61,
33262,Pearled Unicorn (CE),XCLE,Common,$3.50,
33224,Lifetap (CE),XCLE,Uncommon,$4.69,
33191,Howl from Beyond (CE),XCLE,Common,$2.69,
33292,Rod of Ruin (CE),XCLE,Uncommon,$3.45,
33298,Scathe Zombies (CE),XCLE,Common,$4.49,
33321,Stream of Life (CE),XCLE,Common,$4.27,
33105,Celestial Prism (CE),XCLE,Uncommon,$3.33,
33189,Holy Armor (CE),XCLE,Common,$2.69,
33188,Hill Giant (CE),XCLE,Common,$3.15,
33171,Frozen Shade (CE),XCLE,Common,$2.92,
33190,Holy Strength (CE),XCLE,Common,$3.74,
33341,Tunnel (CE),XCLE,Uncommon,$4.00,
33128,Crystal Rod (CE),XCLE,Uncommon,$4.15,
33148,Dwarven Warriors (CE),XCLE,Common,$4.59,
33099,Blue Ward (CE),XCLE,Uncommon,$4.48,
33182,Gray Ogre (CE),XCLE,Common,$2.88,
33316,Spell Blast (CE),XCLE,Common,$3.03,
33282,Raise Dead (CE),XCLE,Common,$4.49,
33102,Burrowing (CE),XCLE,Uncommon,$4.20,
33095,Black Ward (CE),XCLE,Uncommon,$2.66,
33356,Wall of Fire (CE),XCLE,Uncommon,$4.95,
33295,Samite Healer (CE),XCLE,Common,$3.00,
33184,Grizzly Bears (CE),XCLE,Common,$6.25,
33274,Power Leak (CE),XCLE,Common,$3.49,
33126,Creature Bond (CE),XCLE,Common,$2.89,
33113,Circle of Protection: White (CE),XCLE,Common,$2.60,
33077,Ancestral Recall (CE),XCLE,Rare,$1169.99,
33248,Mox Jet (CE),XCLE,Rare,$1291.27,
33461,Cavern of Souls,MM3,Mythic,$65.42,$114.46
33444,Liliana of the Veil,MM3,Mythic,$55.32,$93.18
33517,Cyclonic Rift,MM3,Rare,$39.99,$45.91
33437,Craterhoof Behemoth,MM3,Mythic,$32.00,$79.13
33396,Misty Rainforest,MM3,Rare,$25.00,$33.20
33422,Snapcaster Mage,MM3,Mythic,$25.67,$61.99
33401,Scalding Tarn,MM3,Rare,$26.36,$33.49
33406,Verdant Catacombs,MM3,Rare,$18.71,$25.32
33384,Arid Mesa,MM3,Rare,$17.97,$19.25
33445,"Linvala, Keeper of Silence",MM3,Mythic,$15.64,$68.63
33388,Damnation,MM3,Rare,$17.23,$21.99
33484,Tarmogoyf,MM3,Mythic,$18.97,$37.66
33395,Marsh Flats,MM3,Rare,$15.00,$18.66
33413,Griselbrand,MM3,Mythic,$9.81,$18.27
33409,Deadeye Navigator,MM3,Rare,$8.99,$14.34
33425,Temporal Mastery,MM3,Mythic,$8.74,$25.54
33459,Blood Moon,MM3,Rare,$10.72,$12.06
33572,Olivia Voldaren,MM3,Mythic,$9.60,$28.97
33487,Voice of Resurgence,MM3,Mythic,$4.95,$14.24
33438,Death's Shadow,MM3,Rare,$4.68,$11.96
33390,Goblin Guide,MM3,Rare,$4.89,$6.00
33424,Stony Silence,MM3,Rare,$4.34,$12.51
33432,Abrupt Decay,MM3,Rare,$4.50,$10.11
33451,Phantasmal Image,MM3,Rare,$4.48,$29.50
33412,Grafdigger's Cage,MM3,Rare,$2.86,$4.16
33452,Sphinx's Revelation,MM3,Mythic,$2.75,$7.61
33417,Path to Exile,MM3,Uncommon,$2.99,$4.02
33410,Domri Rade,MM3,Mythic,$2.43,$4.94
33419,Ranger of Eos,MM3,Rare,$2.29,$4.68
33632,Zealous Conscripts,MM3,Rare,$1.90,$3.68
33626,Wall of Denial,MM3,Uncommon,$1.81,$2.59
33408,Bonfire of the Damned,MM3,Mythic,$2.04,$3.73
33431,Zur the Enchanter,MM3,Rare,$3.49,$6.48
33480,Selesnya Signet,MM3,Uncommon,$1.60,$2.64
33618,Ulvenwald Tracker,MM3,Rare,$2.03,$4.56
33600,Soul Warden,MM3,Common,$1.70,$3.64
33450,Past in Flames,MM3,Mythic,$2.00,$7.20
33429,"Venser, Shaper Savant",MM3,Rare,$1.92,$3.98
33658,Wurm Token,MM3,Token,$1.44,N/A
33439,Entreat the Angels,MM3,Mythic,$1.59,$5.49
33570,"Obzedat, Ghost Council",MM3,Rare,$1.34,$3.99
33434,Basilisk Collar,MM3,Rare,$2.10,$3.47
33507,Cackling Counterpart,MM3,Rare,$1.16,$4.04
33464,Dimir Signet,MM3,Uncommon,$1.71,$5.98
33482,Serum Visions,MM3,Uncommon,$1.16,$2.25
33538,Ghostly Flicker,MM3,Common,$1.19,$4.93
33468,Golgari Signet,MM3,Uncommon,$1.11,$1.60
33552,Hellrider,MM3,Rare,$0.99,$4.97
33400,Savage Lands,MM3,Uncommon,$1.16,$2.28
33474,"Niv-Mizzet, Dracogenius",MM3,Rare,$0.99,$3.43
33418,Primal Command,MM3,Rare,$1.10,$1.99
33414,Inquisition of Kozilek,MM3,Uncommon,$1.50,$3.33
33407,Arcane Sanctum,MM3,Uncommon,$0.99,$3.32
33460,Boros Signet,MM3,Uncommon,$0.96,$4.30
33485,Terminus,MM3,Rare,$1.22,$3.70
33467,Gifts Ungiven,MM3,Rare,$1.12,$2.68
33477,Rakdos Signet,MM3,Uncommon,$1.03,$5.38
33399,Restoration Angel,MM3,Rare,$1.07,$4.22
33554,Izzet Signet,MM3,Uncommon,$0.99,$3.87
33411,Goblin Assault,MM3,Uncommon,$0.71,$1.09
33533,Familiar's Ruse,MM3,Uncommon,$0.81,$1.41
33463,Cruel Ultimatum,MM3,Rare,$0.69,$1.60
33504,Boros Reckoner,MM3,Rare,$0.77,$1.98
33641,Beast Token (4/4),MM3,Token,$0.49,N/A
33469,Gruul Signet,MM3,Uncommon,$0.75,$1.70
33522,Desecration Demon,MM3,Rare,$0.78,$1.44
33405,Stoic Angel,MM3,Rare,$0.69,$3.27
33453,Terminate,MM3,Uncommon,$0.61,$3.61
33402,Seaside Citadel,MM3,Uncommon,$0.78,$3.65
33457,Azorius Signet,MM3,Uncommon,$0.82,$3.93
33458,Blade Splicer,MM3,Rare,$0.78,$1.18
33387,Crumbling Necropolis,MM3,Uncommon,$0.50,$2.19
33475,Orzhov Signet,MM3,Uncommon,$0.59,$4.11
33655,Soldier Token (White),MM3,Token,$0.50,N/A
33563,Mizzium Mortars,MM3,Rare,$0.61,$2.00
33647,Emblem - Domri Rade,MM3,Token,$0.50,N/A
33478,Scavenging Ooze,MM3,Rare,$0.94,$1.49
33443,Harmonize,MM3,Uncommon,$0.50,$0.89
33650,Goblin Warrior Token,MM3,Token,$0.38,N/A
33394,Jungle Shrine,MM3,Uncommon,$0.50,$1.57
33441,Falkenrath Aristocrat,MM3,Rare,$0.66,$1.13
33483,Simic Signet,MM3,Uncommon,$0.50,$2.87
33506,Broodmate Dragon,MM3,Rare,$0.56,$0.82
33639,Angel Token,MM3,Token,$0.37,N/A
33471,Izzet Charm,MM3,Uncommon,$0.49,$0.82
33630,"Wort, the Raidmother",MM3,Rare,$0.50,$2.66
33543,Golgari Germination,MM3,Uncommon,$0.43,$0.50
33449,Mortician Beetle,MM3,Common,$0.37,$0.49
33500,Azure Mage,MM3,Uncommon,$0.26,$0.34
33640,Beast Token (3/3),MM3,Token,$0.30,N/A
33529,Evil Twin,MM3,Rare,$0.50,$0.99
33518,Damping Matrix,MM3,Rare,$0.51,$1.15
33644,Dragon Token,MM3,Token,$0.30,N/A
33645,Elemental Token,MM3,Token,$0.44,N/A
33557,Kor Skyfisher,MM3,Common,$0.46,$0.67
33536,Gaea's Anthem,MM3,Uncommon,$0.44,$0.50
33610,Tandem Lookout,MM3,Common,$0.35,$0.50
33627,Wall of Frost,MM3,Uncommon,$0.34,$0.70
33499,Avacyn's Pilgrim,MM3,Common,$0.39,$1.53
33470,Intangible Virtue,MM3,Uncommon,$0.35,$0.53
33415,Might of Old Krosa,MM3,Uncommon,$0.49,$1.36
33416,Molten Rain,MM3,Uncommon,$0.50,$0.74
33583,Rewind,MM3,Common,$0.35,$0.51
33605,Summoning Trap,MM3,Rare,$0.49,$0.77
33612,Teleportal,MM3,Uncommon,$0.30,$0.49
33634,Agent of Masks,MM3,Uncommon,$0.30,$0.50
33436,Burning-Tree Emissary,MM3,Common,$0.39,$0.95
33476,Pyromancer Ascension,MM3,Rare,$0.61,$1.00
33635,Rootborn Defenses,MM3,Common,$0.37,$0.50
33628,Wayfaring Temple,MM3,Uncommon,$0.30,$0.48
33532,Falkenrath Noble,MM3,Common,$0.41,$0.61
33559,Lone Missionary,MM3,Common,$0.30,$0.59
33654,Soldier Token (Red/White),MM3,Token,$0.28,N/A
33624,Vampire Nighthawk,MM3,Uncommon,$0.43,$1.18
33489,Advent of the Wurm,MM3,Rare,$0.45,$0.76
33646,Elephant Token,MM3,Token,$0.34,N/A
33530,Explore,MM3,Common,$0.30,$2.39
33561,Mind Shatter,MM3,Rare,$0.45,$0.70
33578,Putrefy,MM3,Uncommon,$0.35,$0.86
33426,Thragtusk,MM3,Rare,$0.50,$1.32
33495,Arachnus Spinner,MM3,Uncommon,$0.29,$0.43
33520,Delirium Skeins,MM3,Common,$0.30,$0.50
33649,Goblin Token,MM3,Token,$0.26,N/A
33656,Spider Token,MM3,Token,$0.25,N/A
33514,Corpse Connoisseur,MM3,Uncommon,$0.47,$0.95
33398,Rakdos Guildgate,MM3,Common,$0.25,$0.50
33590,Seal of Primordium,MM3,Common,$0.35,$0.53
33594,Skirsdag Cultist,MM3,Uncommon,$0.25,$0.35
33456,Augur of Bolas,MM3,Common,$0.30,$0.50
33389,Dimir Guildgate,MM3,Common,$0.25,$0.47
33472,Lingering Souls,MM3,Uncommon,$0.43,$1.50
33598,Soul Manipulation,MM3,Uncommon,$0.30,$0.50
33621,Urban Evolution,MM3,Uncommon,$0.30,$0.58
33633,Abyssal Specter,MM3,Uncommon,$0.26,$0.45
33440,Extractor Demon,MM3,Rare,$0.40,$0.61
33392,Gruul Guildgate,MM3,Common,$0.25,$0.50
33479,Seance,MM3,Rare,$0.44,$0.80
33601,Spell Pierce,MM3,Common,$0.35,$2.39
33620,Unflinching Courage,MM3,Uncommon,$0.26,$0.55
33494,Ancient Grudge,MM3,Uncommon,$0.27,$0.86
33550,Gruul War Chant,MM3,Uncommon,$0.29,$0.49
33580,Pyroclasm,MM3,Uncommon,$0.35,$0.60
33606,Sundering Growth,MM3,Common,$0.25,$0.44
33608,Sylvan Ranger,MM3,Common,$0.25,$0.39
33629,Wingcrafter,MM3,Common,$0.25,$0.49
33534,Fists of Ironwood,MM3,Common,$0.25,$0.34
33397,Orzhov Guildgate,MM3,Common,$0.30,$0.50
33404,Simic Guildgate,MM3,Common,$0.25,$0.53
